uid,sn,test_id,split,P,T,R,ignition_time,true_thrust,is_anomalous,is_valid,maneuver_type,maneuver_type_id,thrust_profile,estimated_delta_v,delta_v_min,delta_v_max,duration_min,duration_max
2275,21,111,test,0.490647185222281,1017.99,21.990013714800156,1.23,0.2575497312185201,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2276,21,112,test,0.3784702051492065,182.6,1.0235247861217776,1.29,0.2805535158788429,True,1,PHASE_ADJUSTMENT,2,continuous,0.10245814399895342,0.1,10.0,10.0,300.0
2277,22,1,test,2.096977861163768,300.0,3.7154231667740216,1.2,1.2079562134952724,False,1,STATION_KEEPING,4,pulsed,0.7247737280971633,0.01,1.0,1.0,60.0
2278,22,2,test,2.014561298695465,299.96,5.121562068496555,1.24,1.051460199830559,False,1,STATION_KEEPING,4,pulsed,0.630792003082349,0.01,1.0,1.0,60.0
2279,22,3,test,1.824713526004248,299.91,45.02456854223388,1.31,0.9124877144478852,False,1,STATION_KEEPING,4,pulsed,0.5473283808801306,0.01,1.0,1.0,60.0
2280,22,4,test,1.3063462080040955,300.0,13.446969572394064,1.22,0.7434300525831512,False,1,STATION_KEEPING,4,pulsed,0.4460580315498907,0.01,1.0,1.0,60.0
2281,22,5,test,1.1627422079446303,299.97,3.964035500207403,1.23,0.6104736806856881,False,1,STATION_KEEPING,4,pulsed,0.3662475799905717,0.01,1.0,1.0,60.0
2282,22,6,test,0.9222901382105496,299.89,8.178210080262705,1.3,0.503144321731668,False,1,STATION_KEEPING,4,pulsed,0.3017759012882198,0.01,1.0,1.0,60.0
2283,22,7,test,1.7706221378249838,476.87,3.936685188465288,91.27,1.175860068524382,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2284,22,8,test,1.5775970146711489,466.9,3.712815824424781,101.26,1.0082345610153212,False,1,STATION_KEEPING,4,pulsed,0.9414894330761069,0.01,1.0,1.0,60.0
2285,22,9,test,1.669085617179421,476.82,3.987067103859512,91.35,0.8564151063471311,True,1,STATION_KEEPING,4,pulsed,0.816711702016878,0.01,1.0,1.0,60.0
2286,22,10,test,1.167725053568579,475.76,3.719251073136125,92.39,0.7244843510120252,False,1,STATION_KEEPING,4,pulsed,0.6893613496749623,0.01,1.0,1.0,60.0
2287,22,11,test,0.826943288957585,474.68,3.814964911105071,93.47,0.5854090139002158,False,1,STATION_KEEPING,4,pulsed,0.5557639014363088,0.01,1.0,1.0,60.0
2288,22,12,test,0.73530185829438,475.71,3.460169666795929,92.41,0.4810582379973899,False,1,STATION_KEEPING,4,pulsed,0.45768842879547667,0.01,1.0,1.0,60.0
2289,22,13,test,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2290,22,14,test,1.453476778424064,8.96,1.3786085607961085,1.5,1.6699212899274354,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2291,22,15,test,1.755112556322406,205.96,5.334885496968365,1.24,1.164351226629922,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2292,22,16,test,1.862525615802528,745.83,18.320432473042285,1.29,1.167728152985044,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2293,22,17,test,0.0,2218.24,8.560792970338674,1.21,0.5051468776191604,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2294,22,18,test,1.8894643490313443,1497.27,1.6920552569715557,1.97,1.6538759491012769,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2295,22,19,test,0.0,0.04,,150.56,2.242679001515016,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
2296,22,20,test,1.9749620129597756,1079.94,4.210338821375379,1.25,1.130863482965631,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2297,22,21,test,1.7504435656845676,302.53000000000003,8.592943158728678,1.32,1.2938612958564562,False,1,PHASE_ADJUSTMENT,2,continuous,0.7828637156709075,0.1,10.0,10.0,300.0
2298,22,22,test,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2299,22,23,test,1.2726966834043134,33.15,1.4143569504402058,1.4,1.4195967622126446,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2300,22,24,test,1.502109853577675,205.97,7.404280056939645,1.24,0.9932499582497508,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2301,22,25,test,1.9107824830380464,745.91,17.73250515863565,1.25,0.969592111819694,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2302,22,26,test,0.0,2343.51,8.07426291036084,1.19,0.4192785407418655,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2303,22,27,test,1.5184152139764016,1455.59,22.14687189773692,4.17,1.4194105586755066,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2304,22,28,test,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
2305,22,29,test,1.8285851027684976,995.92,2.3231506828084525,1.27,0.9455581433869308,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2306,22,30,test,1.5972576719462697,310.8,4.559989157245482,1.31,1.1255734268031072,False,1,PHASE_ADJUSTMENT,2,continuous,0.6996564421008116,0.1,10.0,10.0,300.0
2307,22,31,test,1.279819850774928,0.04,,188.66,1.5236422506491505,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2308,22,32,test,1.558663244070651,41.31,1.4263321786175032,3.6,1.3488215659104643,True,1,PHASE_ADJUSTMENT,2,continuous,0.11143963777552257,0.1,10.0,10.0,300.0
2309,22,33,test,1.1735245832869514,205.93,6.416409802614949,1.26,0.8065677891782997,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2310,22,34,test,1.5013263933285022,745.94,20.596824287097515,1.24,0.7998088187485791,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2311,22,35,test,0.0,2295.09,2.363828848424834,1.18,0.3453774445962811,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2312,22,36,test,1.3661453333563434,1476.18,3.4912042697681525,1.44,1.1432423901782436,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2313,22,37,test,1.03222071754871,125.22,4.447673742333556,10.65,1.253956956859885,False,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
2314,22,38,test,1.559791964113551,952.98,4.837437731687509,1.24,0.7788776769194544,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2315,22,39,test,1.28161910127846,316.48,3.743739031363813,2.39,0.9030117476698852,False,1,PHASE_ADJUSTMENT,2,continuous,0.5715703158051306,0.1,10.0,10.0,300.0
2316,22,40,test,2.1591540346666864,299.97,1.1130308951515602,1.24,1.046640589546773,False,1,STATION_KEEPING,4,pulsed,0.627921555292691,0.01,1.0,1.0,60.0
2317,22,41,test,1.8092339993206172,299.94,6.647031302657902,1.26,0.9149644346835788,False,1,STATION_KEEPING,4,pulsed,0.5488688650779853,0.01,1.0,1.0,60.0
2318,22,42,test,1.5311382388783752,299.98,4.501255297654724,1.22,0.7693244043256543,False,1,STATION_KEEPING,4,pulsed,0.4615638696192196,0.01,1.0,1.0,60.0
2319,22,43,test,1.3265639944077707,299.94,23.342220046821097,1.27,0.6596420958597922,False,1,STATION_KEEPING,4,pulsed,0.39570610046437216,0.01,1.0,1.0,60.0
2320,22,44,test,0.8913579959341841,299.99,74.1416881281158,1.23,0.5282857409097419,False,1,STATION_KEEPING,4,pulsed,0.3169608788310269,0.01,1.0,1.0,60.0
2321,22,45,test,0.7458839228264856,299.95,3.488931785753719,1.25,0.4232955863126534,False,1,STATION_KEEPING,4,pulsed,0.25393502222896075,0.01,1.0,1.0,60.0
2322,22,46,test,1.6637810428763218,476.92,3.7790145928845034,91.24,1.0100740524853271,False,1,STATION_KEEPING,4,pulsed,0.9634490342226045,0.01,1.0,1.0,60.0
2323,22,47,test,1.2739573186110469,476.82,3.718758123096785,91.31,0.8793011349778903,False,1,STATION_KEEPING,4,pulsed,0.8385367343603153,0.01,1.0,1.0,60.0
2324,22,48,test,1.1245559234029203,476.85,3.674359484509348,91.28,0.7508716334517241,True,1,STATION_KEEPING,4,pulsed,0.7161062768229094,0.01,1.0,1.0,60.0
2325,22,49,test,0.9363513345745932,473.45,3.539916310006477,94.6,0.6233685109067023,False,1,STATION_KEEPING,4,pulsed,0.5902676429775564,0.01,1.0,1.0,60.0
2326,22,50,test,0.7680758684103653,476.87,3.650455213030421,91.3,0.5016884393198151,False,1,STATION_KEEPING,4,pulsed,0.4784803321168805,0.01,1.0,1.0,60.0
2327,22,51,test,0.5926172207021579,476.76,4.452533136639998,91.29,0.4040127415895827,True,1,STATION_KEEPING,4,pulsed,0.38523422936049895,0.01,1.0,1.0,60.0
2328,22,52,test,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2329,22,53,test,0.7891165782122447,6.0,1.416944007506307,1.69,0.8894010517215609,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2330,22,54,test,1.2164422793830625,205.98,4.833792690638153,1.24,0.6354221675742312,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2331,22,55,test,1.0765645399164645,745.9300000000001,18.96138864612724,1.27,0.6320556597624009,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2332,22,56,test,0.0,2255.18,7.155773807424231,5.7700000000000005,0.2726427243899551,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2333,22,57,test,0.921435579408251,1465.01,1.2364691250716424,1.48,0.9259104503413258,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2334,22,58,test,0.0,0.0,,,0.0,True,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
2335,22,59,test,1.1701984516349675,1087.96,13.80132056508499,1.23,0.6122081108527249,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2336,22,60,test,0.8235563557823317,207.98,2.13470991241903,2.44,0.8116421772768282,False,1,PHASE_ADJUSTMENT,2,continuous,0.33761068006006945,0.1,10.0,10.0,300.0
2337,22,61,test,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2338,22,62,test,0.5940625704457906,0.1,1.4533422741621405,3.53,0.6979431681809211,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2339,22,63,test,0.8664796144270079,205.92,5.871264131802337,1.27,0.5066781159741419,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2340,22,64,test,1.102680159127969,745.91,19.398731745404792,1.27,0.5005789084632561,True,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2341,22,65,test,0.0,2282.08,4.706357413733741,1.18,0.2157043064101068,False,0,STATION_KEEPING,4,pulsed,0.9845089671447531,0.01,1.0,1.0,60.0
2342,22,66,test,0.8849335611615358,1476.17,6.4385211347290365,2.0,0.7241581605534033,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2343,22,67,test,0.6872768394217459,83.8,4.449544777756508,131.62,0.8025475217792924,False,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
2344,22,68,test,0.8757379985939399,1066.93,11.518196395533986,1.24,0.4927894604833226,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2345,22,69,test,0.6949865191020486,192.54,3.420002349366069,2.46,0.6341329086166513,False,1,PHASE_ADJUSTMENT,2,continuous,0.24419190045010006,0.1,10.0,10.0,300.0
2346,22,70,test,0.4805290810199178,119.95,10.550559668407075,43.58,0.7072130554943152,False,1,PHASE_ADJUSTMENT,2,continuous,0.16966041201308624,0.1,10.0,10.0,300.0
2347,22,71,test,0.6198600140727125,41.24,1.3420944904687375,1.56,0.6245129331601522,True,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2348,22,72,test,0.6172032407433997,205.92,6.918122708533554,1.24,0.3967061537311517,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2349,22,73,test,0.72079356229608,745.92,23.81499260011581,1.27,0.3940392569305005,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2350,22,74,test,0.0,2281.53,10.320351633927109,1.2,0.170534929448969,False,0,STATION_KEEPING,4,pulsed,0.7781611151714126,0.01,1.0,1.0,60.0
2351,22,75,test,0.6371368242133225,1477.23,34.86022668142239,5.73,0.563947995026434,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2352,22,76,test,0.5421385845545189,0.04,,253.49,0.6747899674481654,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
2353,22,77,test,0.695369769669174,1057.94,3.737689416991313,1.25,0.3814040942412185,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2354,22,78,test,0.7225495710612689,238.37,2.139820026909088,1.42,0.4781240284683372,False,1,PHASE_ADJUSTMENT,2,continuous,0.22794084933199507,0.1,10.0,10.0,300.0
2355,22,79,test,1.9258405348378207,299.95,3.64977441695848,1.26,0.978005349006522,False,1,STATION_KEEPING,4,pulsed,0.5867054088690125,0.01,1.0,1.0,60.0
2356,22,80,test,1.4058500741369218,299.94,11.239074721942297,1.27,0.8215285284955758,False,1,STATION_KEEPING,4,pulsed,0.49281853367392603,0.01,1.0,1.0,60.0
2357,22,81,test,1.4099279235257831,300.0,43.70426736235587,1.21,0.6943229126963009,False,1,STATION_KEEPING,4,pulsed,0.4165937476177805,0.01,1.0,1.0,60.0
2358,22,82,test,1.002391408768999,299.99,3.741957524196645,1.23,0.5824804257430237,False,1,STATION_KEEPING,4,pulsed,0.3494766058372994,0.01,1.0,1.0,60.0
2359,22,83,test,0.9231273263222364,299.92,2.8689458998518664,1.29,0.4912434336771171,False,1,STATION_KEEPING,4,pulsed,0.2946674612568819,0.01,1.0,1.0,60.0
2360,22,84,test,0.7443183393585233,299.98,7.099146454614692,1.23,0.3812038530032196,False,1,STATION_KEEPING,4,pulsed,0.22870706364781163,0.01,1.0,1.0,60.0
2361,22,85,test,1.2005028230387975,476.79,2.359020226140474,91.33,0.9679470211513204,True,1,STATION_KEEPING,4,pulsed,0.9230149204294761,0.01,1.0,1.0,60.0
2362,22,86,test,1.0903939677695296,468.06,2.168074220983881,100.11,0.8379528852959212,True,1,STATION_KEEPING,4,pulsed,0.7844244549832178,0.01,1.0,1.0,60.0
2363,22,87,test,1.1134069548598615,476.87,4.086799136039607,91.26,0.6715669926205237,False,1,STATION_KEEPING,4,pulsed,0.6405003035418982,0.01,1.0,1.0,60.0
2364,22,88,test,0.844975334831927,476.86,4.061919381140012,91.26,0.5773426162242474,False,1,STATION_KEEPING,4,pulsed,0.5506231999453892,0.01,1.0,1.0,60.0
2365,22,89,test,0.8054283508645171,476.87,3.559621625749476,91.27,0.4555414178048287,False,1,STATION_KEEPING,4,pulsed,0.43446807181717734,0.01,1.0,1.0,60.0
2366,22,90,test,0.5140074411248016,224.29,3.847012104322037,91.3,0.3202264301229476,True,1,STATION_KEEPING,4,pulsed,0.14364717202455185,0.01,1.0,1.0,60.0
2367,22,91,test,0.5230375913741108,299.98,3.274736154439194,1.22,0.3193402920176613,False,1,STATION_KEEPING,4,pulsed,0.19159140159891608,0.01,1.0,1.0,60.0
2368,22,92,test,0.5119955276841712,299.98,3.700406979229736,1.25,0.2704673369736395,False,1,STATION_KEEPING,4,pulsed,0.16226958349070478,0.01,1.0,1.0,60.0
2369,22,93,test,0.5097529928083803,476.86,3.8054326434103687,91.27,0.3097412758211352,False,1,STATION_KEEPING,4,pulsed,0.29540644957613305,0.01,1.0,1.0,60.0
2370,22,94,test,0.4065976300078407,475.8,3.9679381022489792,92.36,0.2601125188189322,False,1,STATION_KEEPING,4,pulsed,0.2475230729080959,0.01,1.0,1.0,60.0
2371,22,95,test,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2372,22,96,test,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2373,22,97,test,0.5894253931871355,205.99,5.81142326189745,1.23,0.319001467907981,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2374,22,98,test,0.5745040783554479,745.94,21.12668653004745,1.25,0.3182569939502327,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2375,22,99,test,0.0,2278.86,2.277874874535754,1.19,0.1343865517281932,False,0,STATION_KEEPING,4,pulsed,0.6124962745426208,0.01,1.0,1.0,60.0
2376,22,100,test,0.5280555653253185,1434.29,29.358100067718485,7.28,0.4632498601363382,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2377,22,101,test,0.0,0.0,,127.63,0.5032597587139603,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
2378,22,102,test,0.6268730769832371,1101.97,6.499264923379417,1.24,0.312503039590116,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2379,22,103,test,0.5184288786475134,203.22,5.610150399333201,1.4,0.4169010855974296,False,1,PHASE_ADJUSTMENT,2,continuous,0.1694452772302193,0.1,10.0,10.0,300.0
2380,22,104,test,0.3836269247746416,109.24,6.730872290258823,54.36,0.4293572130297058,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2381,22,105,test,0.4235020924577785,6.17,1.388026900051192,1.49,0.3819164840796894,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2382,22,106,test,0.4935239867188354,205.94,6.953338768875293,1.26,0.2645887361070919,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2383,22,107,test,0.4458086070220167,745.92,19.58310495033163,1.25,0.2616721201435698,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2384,22,108,test,0.0,2245.8,1.6400241672793845,1.2,0.1159109443917236,False,0,STATION_KEEPING,4,pulsed,0.5206255978298657,0.01,1.0,1.0,60.0
2385,22,109,test,0.4916472578743946,1447.19,14.243565402593836,12.61,0.3948122145379093,True,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2386,22,110,test,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
2387,22,111,test,0.5051901890380859,1017.97,12.897410354929876,1.24,0.2583885519202922,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2388,22,112,test,0.4211427599681139,272.56,8.481094601353803,2.4,0.2959711565715043,False,1,PHASE_ADJUSTMENT,2,continuous,0.16133979687025843,0.1,10.0,10.0,300.0
2389,23,1,test,2.352527787769916,299.94,19.431303339902723,1.28,1.2655307892857934,False,1,STATION_KEEPING,4,pulsed,0.7591666098767618,0.01,1.0,1.0,60.0
2390,23,2,test,1.901262917705096,298.84000000000003,6.015593769084823,1.36,1.3725614854444104,True,1,STATION_KEEPING,4,pulsed,0.8203525486204153,0.01,1.0,1.0,60.0
2391,23,3,test,1.3037953929178865,254.37,5.165990446466698,7.04,1.3928826924631097,False,1,STATION_KEEPING,4,pulsed,0.7086151409636824,0.01,1.0,1.0,60.0
2392,23,4,test,1.1764210742695589,293.5,3.3260652045531933,3.58,0.9700540942210047,False,1,STATION_KEEPING,4,pulsed,0.5694217533077298,0.01,1.0,1.0,60.0
2393,23,5,test,0.8755296383621372,0.01,,292.11,1.0155793893509828,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
2394,23,6,test,0.7658124818592139,237.37,2.949545855932516,61.370000000000005,0.7897841106483041,False,1,STATION_KEEPING,4,pulsed,0.3749421086891759,0.01,1.0,1.0,60.0
2395,23,7,test,2.1027881750617285,476.9,3.8501257912235487,92.38,1.167573923937958,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2396,23,8,test,1.573523636433799,475.81,3.685340173912159,93.49,1.0025792297747125,False,1,STATION_KEEPING,4,pulsed,0.9540744466382118,0.01,1.0,1.0,60.0
2397,23,9,test,1.6493467840357705,476.88,3.9455664825028935,92.39,0.862629231902056,False,1,STATION_KEEPING,4,pulsed,0.8227412562189049,0.01,1.0,1.0,60.0
2398,23,10,test,1.1184130633496967,476.88,3.921682663189019,92.4,0.7152956771439145,False,1,STATION_KEEPING,4,pulsed,0.6822204050327799,0.01,1.0,1.0,60.0
2399,23,11,test,1.0527658611758763,476.81,3.894150997485507,92.4,0.5726609564943803,False,1,STATION_KEEPING,4,pulsed,0.546100941332171,0.01,1.0,1.0,60.0
2400,23,12,test,0.8419162103197202,476.83,3.780215532276396,92.39,0.4483176801722316,False,1,STATION_KEEPING,4,pulsed,0.4275426388730504,0.01,1.0,1.0,60.0
2401,23,13,test,1.6543394862887078,0.01,,175.69,2.1698843059130395,True,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2402,23,14,test,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2403,23,15,test,2.517678400700862,165.98,5.298000755450674,5.92,2.008998556889462,True,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2404,23,16,test,1.978415530703961,626.76,20.897926204401266,21.83,2.2278896175525498,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2405,23,17,test,1.1418538499486617,2215.56,9.173551061170766,4.97,0.5508678912299547,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2406,23,18,test,0.0,511.99,1.7640544498117048,144.57,2.119812822689579,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2407,23,19,test,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
2408,23,20,test,2.2148544664302023,975.19,4.830686364095752,4.2700000000000005,1.9418239327988485,True,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2409,23,21,test,0.0,0.04,,86.41,1.8895891683741843,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2410,23,22,test,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2411,23,23,test,0.0,0.0,,,0.0,True,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2412,23,24,test,1.7781445154290685,181.33,5.34644809432099,3.17,1.6545790566379208,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2413,23,25,test,1.5786594728314038,680.89,14.332617742568532,65.18,1.6824006073254931,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2414,23,26,test,0.6856945061189736,2343.51,2.1630327696556546,2.3000000000000003,0.4712910021531205,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2415,23,27,test,1.7331159788984896,1159.77,6.097210363267069,237.27,1.7834648349157676,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2416,23,28,test,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
2417,23,29,test,1.561133134747225,934.25,2.3436522592967344,38.72,1.5161215139042423,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2418,23,30,test,1.67259473950499,307.94,6.446192663438809,2.88,1.7494225790432745,True,1,PHASE_ADJUSTMENT,2,continuous,1.077434377981172,0.1,10.0,10.0,300.0
2419,23,31,test,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2420,23,32,test,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
2421,23,33,test,1.0943755761263063,168.15,6.816823217571149,11.06,1.2901664552778476,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2422,23,34,test,1.309098299842947,673.96,15.494119077363187,58.32,1.3997909145064067,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
2423,23,35,test,0.4451386028830464,2295.02,9.993541451778574,2.31,0.3692472339682371,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2424,23,36,test,1.2829301034006122,1297.36,3.268957734274479,197.85,1.4242432854304834,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
2425,23,37,test,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
2426,23,38,test,1.3881024205920254,924.8,4.35633298153247,26.94,1.3059448688373658,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
2427,23,39,test,1.1637589766727652,143.86,4.853901510488689,172.06,1.2848720435219207,False,1,PHASE_ADJUSTMENT,2,continuous,0.36968338436212705,0.1,10.0,10.0,300.0
2428,23,40,test,1.4893985753473715,0.03,,283.16,1.7434791729206982,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
2429,23,41,test,1.579583012758241,293.75,10.540244397571117,6.53,1.318546256835106,False,1,STATION_KEEPING,4,pulsed,0.7746459258906248,0.01,1.0,1.0,60.0
2430,23,42,test,1.3583912652392316,115.49,6.888892395406118,41.86,1.4142388924593343,False,1,STATION_KEEPING,4,pulsed,0.326660899380257,0.01,1.0,1.0,60.0
2431,23,43,test,1.2787226802642315,296.56,70.93811125883475,2.52,0.8744603563258341,False,1,STATION_KEEPING,4,pulsed,0.5186599265439787,0.01,1.0,1.0,60.0
2432,23,44,test,0.8280653753224008,0.04,,102.49,0.9435424346846366,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
2433,23,45,test,0.6205114519212884,288.32,3.03632649976129,11.68,0.6251743301244403,False,1,STATION_KEEPING,4,pulsed,0.36050052572295727,0.01,1.0,1.0,60.0
2434,23,46,test,1.689397801211777,476.91,3.925382335730296,92.37,1.0255001922436355,False,1,STATION_KEEPING,4,pulsed,0.9781425933658244,0.01,1.0,1.0,60.0
2435,23,47,test,1.4534174371824833,476.84,3.710922084347776,92.42,0.8712636837031462,False,1,STATION_KEEPING,4,pulsed,0.8309067498740165,0.01,1.0,1.0,60.0
2436,23,48,test,1.509605983264648,476.79,3.650755830533852,92.43,0.7429443493095808,True,1,STATION_KEEPING,4,pulsed,0.7084568726146301,0.01,1.0,1.0,60.0
2437,23,49,test,0.9800301916482554,476.93,3.646356312726468,92.33,0.6134667759770617,False,1,STATION_KEEPING,4,pulsed,0.5851614189334801,0.01,1.0,1.0,60.0
